,caseid,midprice
154,296,3.317996481345043
155,297,3.317996481345043
156,298,3.317996481345043
157,299,3.3166072425207487
158,300,3.316311457133301
159,301,3.3162680940280884
160,302,3.314489887084605
161,303,3.3152893237520544
162,304,3.315921700594017
163,305,3.310821858482599
164,306,3.3100541930141034
165,307,3.310593344507022
166,308,3.3111472842038796
167,309,3.312010859911472
168,310,3.3111887721477857
169,311,3.317996481345043
170,312,3.317996481345043
171,313,3.316813041474136
172,314,3.3147126477243556
173,315,3.3125535699491424
174,316,3.3115521698855233
175,317,3.309845133837081
176,318,3.311225700040333
177,319,3.310626820398073
178,320,3.314610984149432
179,321,3.316092809063234
180,322,3.3146297783797993
181,323,3.3143289854593174
182,324,3.313008126096756
183,325,3.3118187198035103
184,326,3.3115599049259123
185,327,3.308370234234922
186,328,3.30684351199302
187,329,3.3099838105391566
188,330,3.3087558568958717
189,331,3.31043131352322
190,332,3.3131764005153626
191,333,3.233602609338099
192,334,3.235987750594
193,335,3.2466506635854926
194,336,3.2434412397748305
195,337,3.243103582887755
196,338,3.2480544988358657
197,339,3.2438182750493425
198,340,3.24606301360242
199,341,3.2509926208993205
200,342,3.2531259152065695
201,343,3.249135550637708
202,344,3.2460710469639262
203,345,3.2472112728901794
204,346,3.243119415215604
205,347,3.238703793894543
206,348,3.2390750545245766
207,349,3.242380452500289
208,350,3.2414721073165045
209,351,3.2432114259715297
210,352,3.248526911633194
211,353,3.2476804254638725
212,354,3.2475372313277404
213,355,3.2522558616690094
214,356,3.2516573229651686
215,357,3.2491419432330715
216,358,3.24617324325513
217,359,3.246066657381777
218,360,3.244737551571198
219,361,3.240805231768233
220,362,3.24011772944559
221,363,3.2414454501938406
222,364,3.2392833252815043
223,365,3.2337421170775715
224,366,3.228002908886594
225,367,3.2224941111411516
226,368,3.223547056832048
227,369,3.2200637316187315
228,370,3.222191954466992
229,371,3.223226702569755
230,372,3.222431293237384
231,373,3.2229225002650796
232,374,3.213880493753838
233,375,3.2177334175223935
234,376,3.2120414719198003
235,377,3.2027191501018892
236,378,3.2032110176977726
237,379,3.200555171336898
238,380,3.206285728215484
239,381,3.2065140291045493
240,382,3.205608986761702
241,383,3.2048910983024337
242,384,3.1993787526665645
243,385,3.199968501551781
244,386,3.1993781027527026
245,387,3.1947776608453706
246,388,3.189883287403246
247,389,3.189630076700916
248,390,3.190223053846791
249,391,3.1936638683009435
250,392,3.1951301592080137
251,393,3.1954093664648195
252,394,3.1974564992409005
253,395,3.203204763608642
254,396,3.2054311660673536
255,397,3.2037549636372127
256,398,3.202511380098265
257,399,3.201614062141482
258,400,3.200766723626112
259,401,3.2041812112416945
260,402,3.1998710251268205
261,403,3.1995049531533564
262,404,3.1961786726994585
263,405,3.195417037579255
264,406,3.1930769428120125
265,407,3.1921896931929257
266,408,3.1949107653351545
267,409,3.196403180648608
268,410,3.1921297945743743
269,411,3.191134978883979
270,412,3.1872975571591784
271,413,3.1861858741712212
272,414,3.1851162651150786
273,415,3.1791580466069638
274,416,3.1742561192479855
275,417,3.1699859720887353
276,418,3.1749671356672384
277,419,3.1687233279612803
278,420,3.1669651191869574
279,421,3.1586854403270825
280,422,3.1556787523511964
281,423,3.1529033111854052
282,424,3.1590878009335577
283,425,3.1596081795047595
284,426,3.1625334950688373
285,427,3.1704994679655965
286,428,3.171487635356814
287,429,3.186933381655672
288,430,3.1803838267678253
289,431,3.1891190739362467
290,432,3.197218236557395
291,433,3.1920069075828454
292,434,3.190696233755563
293,435,3.1874495411139345
294,436,3.194110156691888
295,437,3.1915058026866627
296,438,3.1900609376283846
297,439,3.1899826176808617
298,440,3.1870951995529615
299,441,3.1858017431158565
300,442,3.1849729963986673
301,443,3.1844323533001644
302,444,3.1849056077892155
303,445,3.182618038847205
304,446,3.1909068058468213
305,447,3.1928701423520183
306,448,3.189873698510201
307,449,3.1915177994572943
308,450,3.1880273465001476
309,451,3.186492931835159
310,452,3.185004735634645
311,453,3.182009975176274
312,454,3.1817167681356224
313,455,3.1791695213156403
314,456,3.178442161160909
315,457,3.179302178323749
316,458,3.176755709269536
317,459,3.1663676139527004
318,460,3.1653637420855407
319,461,3.167768391411625
320,462,3.16409941457464
321,463,3.1622074460695084
322,464,3.174475481157868
323,465,3.1752292640401
324,466,3.1768009794990317
325,467,3.173538816776625
326,468,3.174679884394601
327,469,3.174960785689178
328,470,3.1798588881452643
329,471,3.1845162774229556
330,472,3.189628840799146
331,473,3.1947961674089465
332,474,3.197472576618239
333,475,3.199121354814272
334,476,3.202884792902071
335,477,3.2065077217437907
336,478,3.2092120239775173
337,479,3.209814760485646
338,480,3.2139085785561328
339,481,3.215076420494354
340,482,3.212317653348135
341,483,3.2111630227736634
342,484,3.2109194222730295
343,485,3.21145949003795
344,486,3.214353631045307
345,487,3.222300841674676
346,488,3.2229575743049717
347,489,3.2196039761602218
348,490,3.217200296377768
349,491,3.217436396233176
350,492,3.2169117772403832
351,493,3.217275963398215
352,494,3.220627579838402
353,495,3.218805839320496
354,496,3.2139630860859283
355,497,3.2125153337054106
356,498,3.2129297869714475
357,499,3.2159675269793095
358,500,3.216860870872642
359,501,3.219006502888942
360,502,3.223350804154403
361,503,3.223068677612381
362,504,3.2177979188096066
363,505,3.21428465494134
364,506,3.2152802164345275
365,507,3.21665498668465
366,508,3.219139085316771
367,509,3.2204854085175283
368,510,3.221811509808287
369,511,3.2213093501338697
370,512,3.2295643642299683
371,513,3.2302051153718563
372,514,3.2265472296878266
373,515,3.2225228991289363
374,516,3.223210657155394
375,517,3.2229217544622872
376,518,3.2211065343916516
377,519,3.2237312701217595
378,520,3.2281707358235248
379,521,3.225153494738127
380,522,3.222821326789134
381,523,3.220957118129366
382,524,3.2210959013746976
383,525,3.2245180494503902
384,526,3.2202392935960513
385,527,3.2152015235856086
386,528,3.22320002413844
387,529,3.2250735446787866
388,530,3.214057888275162
389,531,3.2136902288071827
390,532,3.213227724532667
391,533,3.212843636094605
392,534,3.218019273078377
393,535,3.219619659327513
394,536,3.2230985523413778
395,537,3.2280632123695185
396,538,3.2284150608182998
397,539,3.2271490286153024
398,540,3.228948821222462
399,541,3.225419810260951
400,542,3.223951942513691
401,543,3.220483277652407
402,544,3.2205816810036954
403,545,3.2197598276351727
404,546,3.217463181207747
405,547,3.2186387368777063
406,548,3.2175579620883297
407,549,3.218684337391296
408,550,3.2152126893188426
409,551,3.2121080188375295
410,552,3.211606945904324
411,553,3.2143532687982366
412,554,3.2140725912444967
413,555,3.214090554437467
414,556,3.2140275660644897
415,557,3.2160940151328927
416,558,3.2168094104799696
417,559,3.2148452429373755
418,560,3.2107758232725248
419,561,3.2127640908996375
420,562,3.2125514944865143
421,563,3.2124729294895027
422,564,3.212381408832555
423,565,3.2081536232719112
424,566,3.2071043852863252
425,567,3.2089366309692777
426,568,3.204715440436183
427,569,3.2009560296834625
428,570,3.198099604988747
429,571,3.1997771711725655
430,572,3.2009113880591773
431,573,3.2019952312943283
432,574,3.203815490860975
433,575,3.202469252894823
434,576,3.2021849848333543
435,577,3.203842424996105
436,578,3.2050217522973283
437,579,3.206220949915805
438,580,3.204851506828485
439,581,3.202362528515237
440,582,3.2007042892780664
441,583,3.2015279858449186
442,584,3.203677570616018
443,585,3.2082794295486554
444,586,3.207936978215058
445,587,3.2045389941498374
446,588,3.2045198163637485
447,589,3.202764835850084
448,590,3.2049358038526723
449,591,3.2076920352693974
450,592,3.203270703229812
451,593,3.2029535452652005
452,594,3.201821352700454
453,595,3.2026847792474875
454,596,3.202783960364545
455,597,3.199227258810786
456,598,3.198214586470677
457,599,3.1996905515053964
458,600,3.1984009306255095
459,601,3.1972325985883105
460,602,3.193206414176765
461,603,3.1914766204888307
462,604,3.1933551165992347
463,605,3.1891167299846135
464,606,3.1883110392280334
465,607,3.190695956743097
466,608,3.1934438138598966
467,609,3.1909681960709575
468,610,3.188918495602406
469,611,3.187356805863868
470,612,3.187269440393907
471,613,3.1871426752278578
472,614,3.1864330012536306
473,615,3.185337896396315
474,616,3.18453536997444
475,617,3.1855095908534405
476,618,3.184548560029539
477,619,3.1833763817807963
478,620,3.1833462406936595
479,621,3.199705190548778
480,622,3.2000398642246837
481,623,3.200345941690666
482,624,3.195966886015081
483,625,3.192957497167654
484,626,3.194764950234924
485,627,3.1940228551478804
486,628,3.195374569437394
487,629,3.1948915023144604
488,630,3.195328670602687
489,631,3.204986454516599
490,632,3.21444894464217
491,633,3.2159133816965846
492,634,3.2158430205302886
493,635,3.2171086691775646
494,636,3.215165852903483
495,637,3.215691409476929
496,638,3.216490888761681
497,639,3.210324612583151
498,640,3.2094377039024833
499,641,3.208579476666345
500,642,3.207761821102111
501,643,3.2057044282104723
502,644,3.2066540269429997
503,645,3.202604722644891
504,646,3.1991180626276603
505,647,3.2006512200822277
506,648,3.1986886187254973
507,649,3.194354598884245
508,650,3.1954974777375735
509,651,3.196276394173908
510,652,3.194752857575362
511,653,3.1956951154775473
512,654,3.199743333034444
513,655,3.1968701171225753
514,656,3.192199239468668
515,657,3.190300425559335
516,658,3.189102985904583
517,659,3.189255673044829
518,660,3.187249548768002
519,661,3.192666548844031
520,662,3.1923334839712916
521,663,3.1933539978950463
522,664,3.1941343739739883
523,665,3.1925874724393903
524,666,3.188435641565985
525,667,3.186974954834183
526,668,3.183729732489488
527,669,3.1842386896236414
528,670,3.18529308430282
529,671,3.1863448367092486
530,672,3.184810848217284
531,673,3.1879381911034845
532,674,3.1850018589667317
533,675,3.184973987250949
534,676,3.1866973563805434
535,677,3.18601892088899
536,678,3.189584220483512
537,679,3.191881239812334
538,680,3.192838104794924
539,681,3.1917515447067437
540,682,3.1903325270423832
541,683,3.1876392094183554
542,684,3.18680604115604
543,685,3.1840563514952365
544,686,3.1819930667615384
545,687,3.182185281449779
546,688,3.177044846357806
547,689,3.174111124530826
548,690,3.174754549908441
549,691,3.174800171730682
550,692,3.1751703243108524
551,693,3.17374721538546
552,694,3.166247028295502
553,695,3.164904807010103
554,696,3.165280649000147
555,697,3.161976321784158
556,698,3.1561099009454563
557,699,3.1584922667495374
558,700,3.166385001812088
559,701,3.169335195226453
560,702,3.1713428217631905
561,703,3.167607202119546
562,704,3.165255579371998
563,705,3.163830510050694
564,706,3.160609899198147
565,707,3.16507441321941
566,708,3.1661755271163665
567,709,3.1642629904356547
568,710,3.1640849246918172
569,711,3.1588080875962854
570,712,3.1553197228869574
571,713,3.154547257644777
572,714,3.157504882451252
573,715,3.1601797734191455
574,716,3.163919718718985
575,717,3.1635157386550183
576,718,3.2053787467853767
577,719,3.201396117256905
578,720,3.1973525876032745
579,721,3.1952035675114323
580,722,3.190730839005128
581,723,3.188283593685275
582,724,3.188976508405325
583,725,3.1867677068925135
584,726,3.187536437793569
585,727,3.184670924959113
586,728,3.1834353534730204
587,729,3.1844724987990443
588,730,3.178618511558324
589,731,3.174926766427521
590,732,3.1686970757029895
591,733,3.17158318334884
592,734,3.1709394276871317
593,735,3.1775488598848787
594,736,3.1780774209781457
595,737,3.1743118200622487
596,738,3.1742659638448445
597,739,3.176687702709199
598,740,3.182091384878222
599,741,3.1858682261076323
600,742,3.188325028357553
601,743,3.190550525198588
602,744,3.1912389864105357
603,745,3.1858325767341578
604,746,3.1833337538240505
605,747,3.182088071382959
606,748,3.179706936153485
607,749,3.181140454354994
608,750,3.1808549184287784
609,751,3.1772267370045353
610,752,3.1758095518841793
611,753,3.1751344725051918
612,754,3.1736196298363395
613,755,3.1764854090289356
614,756,3.1754375134883763
615,757,3.1756232823096258
616,758,3.172203531457195
617,759,3.167988946605975
618,760,3.168230938303443
619,761,3.1621390559534497
620,762,3.1594140896552125
621,763,3.159727161685954
622,764,3.162078427513594
623,765,3.1659174473872356
624,766,3.1662242173843818
625,767,3.163390651545252
626,768,3.1604832086123773
627,769,3.15768899452487
628,770,3.1514087703339935
629,771,3.150921068579422
630,772,3.147336825593974
631,773,3.1491753679833594
632,774,3.1437771887735115
633,775,3.1367339816902433
634,776,3.1391818183251674
635,777,3.1406457279904645
636,778,3.1424529253539197
637,779,3.1377409006945256
638,780,3.133058372535569
639,781,3.1289409391523795
640,782,3.1370459616526105
641,783,3.157156938812805
642,784,3.1553610137258397
643,785,3.1630299653333815
644,786,3.1680595634760853
645,787,3.1684141394322216
646,788,3.1676664827872125
647,789,3.1643291644519875
648,790,3.1620354959085684
649,791,3.1627627069027415
650,792,3.162065780829101
651,793,3.1716466831294463
652,794,3.1682179719891814
653,795,3.1722883505433366
654,796,3.1742953697835143
655,797,3.1818488391558226
656,798,3.183714326334663
657,799,3.1795312250156065
658,800,3.1804092906060215
659,801,3.1773860830982845
660,802,3.1808061642348098
661,803,3.18207347495688
662,804,3.182270025955642
663,805,3.184061082015805
664,806,3.179105840411499
665,807,3.1782945241709997
666,808,3.176995857768674
667,809,3.1751373811360817
668,810,3.174865695833153
669,811,3.174040454389088
670,812,3.1755015459852625
671,813,3.173992275528702
672,814,3.1549357250106627
673,815,3.145739358630055
674,816,3.138108794557668
675,817,3.1417934225989668
676,818,3.138147048913753
677,819,3.1487921745086482
678,820,3.1425341539323326
679,821,3.142233659332968
680,822,3.1374189642648806
681,823,3.1428554031579763
682,824,3.144863823441971
683,825,3.14235467116319
684,826,3.1385809889413214
685,827,3.137539406088683
686,828,3.1377878969247694
687,829,3.1427352596552907
688,830,3.1289160399934404
689,831,3.1346118531162284
690,832,3.1426098529157565
691,833,3.1423328031598854
692,834,3.1417760986655328
693,835,3.1461430510272304
694,836,3.144849930201382
695,837,3.141872413769003
696,838,3.137566787705488
697,839,3.143646854408385
698,840,3.153232066383438
699,841,3.148293637304936
700,842,3.1436121905600287
701,843,3.1422750673694315
702,844,3.1377567383495375
703,845,3.140119596083436
704,846,3.137034401709329
705,847,3.1363538087168408
706,848,3.140535732732918
707,849,3.136269575618607
708,850,3.1361849483103263
709,851,3.132455497521207
710,852,3.131885693533523
711,853,3.1336061273964138
712,854,3.129945940378053
713,855,3.133609414255863
714,856,3.132588506122061
715,857,3.131802605775292
716,858,3.123684963226382
717,859,3.128208347723776
718,860,3.132392130919671
719,861,3.1317370710184957
720,862,3.1335604469753817
721,863,3.1307910361578832
722,864,3.1304050672313517
723,865,3.1317900549797293
724,866,3.1387906500877407
725,867,3.1374469371967564
726,868,3.1354410899323955
727,869,3.132881872977596
728,870,3.132292161382519
729,871,3.129085433116235
730,872,3.1293217354038294
731,873,3.12958922290247
732,874,3.127758586022684
733,875,3.1256010584518465
734,876,3.127085248625933
735,877,3.126137226733595
736,878,3.1250653536332615
737,879,3.1266770654305147
738,880,3.128482616700664
739,881,3.1340417294987764
740,882,3.135727595402241
741,883,3.130456421080768
742,884,3.1304138304141618
743,885,3.1292618794025806
744,886,3.129372439339384
745,887,3.127657726849344
746,888,3.1261070110661793
747,889,3.127315632435654
748,890,3.127867164254925
749,891,3.1276487772158355
750,892,3.1270599392754583
751,893,3.122212253088135
752,894,3.124194927194305
753,895,3.1174356552248303
754,896,3.1194986229923414
755,897,3.117785636503049
756,898,3.1229473323017674
757,899,3.12515024197252
758,900,3.124419456452106
759,901,3.1187061675717445
760,902,3.116491958988688
761,903,3.1155958742700935
762,904,3.1149232347316693
763,905,3.122542361385519
764,906,3.109378020501309
765,907,3.1095241525677264
766,908,3.11728642008608
767,909,3.111573802428232
768,910,3.1103127777582684
769,911,3.0815514630775627
770,912,3.0728774037010913
771,913,3.0869299690751806
772,914,3.0943579358190245
773,915,3.104814495832198
774,916,3.101103058844096
775,917,3.099926477695297
776,918,3.100120410393542
777,919,3.0986786324261075
778,920,3.098603631301011
779,921,3.09889620707287
780,922,3.102095445348253
781,923,3.0978763377358143
782,924,3.098325148538346
783,925,3.092641992754377
784,926,3.0889908485948734
785,927,3.0866089435903747
786,928,3.1000285514617563
787,929,3.0823306591899438
788,930,3.0883529048677825
789,931,3.0868855991361985
790,932,3.0913001363796293
791,933,3.0960461803006805
792,934,3.1033643808549782
793,935,3.118244374473463
794,936,3.112661411967484
795,937,3.119365641027302
796,938,3.113837281940049
797,939,3.1248247416709596
798,940,3.1264891710713067
799,941,3.1247332955942912
800,942,3.1202623410332
801,943,3.1245507443793743
802,944,3.1222225451666694
803,945,3.1323448630041244
804,946,3.130422508362367
805,947,3.124842289345231
806,948,3.1243226352681703
807,949,3.127531739449064
808,950,3.1196150055180882
809,951,3.118601914995699
810,952,3.1164801460051734
811,953,3.1141216911713316
812,954,3.117905119437547
813,955,3.1172144341351298
814,956,3.1095222427798617
815,957,3.111349941729362
816,958,3.1110233466958466
817,959,3.1105852381633854
818,960,3.112383062383889
819,961,3.1133944721864144
820,962,3.1167507445668905
821,963,3.1242151277956522
822,964,3.127138259222981
823,965,3.1254593719027874
824,966,3.1219862322247494
825,967,3.132616127461192
826,968,3.133411185200818
827,969,3.138960671815746
828,970,3.147506335914351
829,971,3.146175227090558
830,972,3.1432632560693006
831,973,3.150518516195086
832,974,3.1547002857234423
833,975,3.1564107684462175
834,976,3.1672196829886388
835,977,3.170987436078308
836,978,3.1713806446190884
837,979,3.1696858823537433
838,980,3.172553941572019
839,981,3.1714453483384877
840,982,3.174261062855066
841,983,3.176881643398188
842,984,3.182942015580204
843,985,3.183355520611262
844,986,3.185956465232293
845,987,3.185397347533191
846,988,3.1812414360530785
847,989,3.1803796928894905
848,990,3.1820838309613677
849,991,3.178714954513701
850,992,3.1815788691993165
851,993,3.182066315250073
852,994,3.1883414786362874
853,995,3.1855673266438944
854,996,3.182987957032213
855,997,3.1823102566891266
856,998,3.183503242835776
857,999,3.189603099948484
858,1000,3.1854209149014294
