caseid,midprice
342,3.2693752284354294
343,3.2617319129668196
344,3.2603187564894682
345,3.26206249092267
346,3.2564951676818383
347,3.251659433251513
348,3.252262380090875
349,3.256554243022656
350,3.2549412008253507
351,3.2577046160299092
352,3.260675800480807
353,3.2634193056768406
354,3.2622624518810324
355,3.2686839671196095
356,3.2685664288083047
357,3.2622122163158287
358,3.2613913592466113
359,3.261138525879957
360,3.26022414395574
361,3.25521837906621
362,3.2536860407669357
363,3.2564951676818383
364,3.25344185994205
365,3.247448737201044
366,3.242194693481268
367,3.2349710149213218
368,3.234553228487025
369,3.2297133127325277
370,3.233396712287586
371,3.2345646491761535
372,3.234542180641975
373,3.2368389151446237
374,3.222652176234306
375,3.229707729195136
376,3.2214257116138043
377,3.208352996045057
378,3.21063655475897
379,3.2081224654152356
380,3.2157958338434907
381,3.214620641317451
382,3.2145467473594014
383,3.213486583674816
384,3.2065752493469932
385,3.207265745989397
386,3.2065752493469932
387,3.20062653219338
388,3.1953437886657317
389,3.1953316356325527
390,3.1966465036813094
391,3.1995086993019712
392,3.202314194001872
393,3.202298608572155
394,3.2045739341663833
395,3.2119560685185804
396,3.215856539685695
397,3.2094893157922564
398,3.211439140016043
399,3.2104744076684546
400,3.2093586659975912
401,3.2096496749774164
402,3.2065290695491804
403,3.206620660685125
404,3.204525487645411
405,3.2043665036720044
406,3.201581328245406
407,3.202269722343733
408,3.2024177341753286
409,3.204279493882461
410,3.1995086993019712
411,3.1988980711762838
412,3.194559666935963
413,3.192379532664264
414,3.190581414126717
415,3.1839188062463464
416,3.178634369258134
417,3.173231219783754
418,3.1795408903296836
419,3.172877905741333
420,3.1684731323913295
421,3.158591789077262
422,3.1564946044270186
423,3.154905835642146
424,3.1604157424694304
425,3.1604666051675756
426,3.166028854444659
427,3.1741389321496625
428,3.174391048810165
429,3.186605301895174
430,3.1795247886002542
431,3.1897885176347844
432,3.1996402446576724
433,3.1925824968792567
434,3.1914976865074474
435,3.1878247843746204
436,3.1945681947814033
437,3.192554141422965
438,3.1903523858704554
439,3.1902761376216184
440,3.1878247843746204
441,3.1854097827705368
442,3.185435335717752
443,3.1843858618049756
444,3.1843762934508706
445,3.1814235154759034
446,3.1923588035625867
447,3.1953316356325527
448,3.1917918445528235
449,3.194847825734098
450,3.1904966920018336
451,3.1884574909040344
452,3.183827388725891
453,3.1815591186302807
454,3.1814706542191016
455,3.1786186573216924
456,3.1778060082063964
457,3.178434591745915
458,3.1760429627038507
459,3.1662207528214865
460,3.1643018486762906
461,3.166619018917712
462,3.16427833182587
463,3.1613806708378203
464,3.173835429032945
465,3.175566915827778
466,3.177471060795524
467,3.1734322317167827
468,3.1742909049879335
469,3.1740923901370017
470,3.1830876007086997
471,3.1869150346077757
472,3.193905116162295
473,3.200845773118351
474,3.203746317249432
475,3.205689554181846
476,3.2094889886073967
477,3.2145621151899237
478,3.21658500492775
479,3.218834627563442
480,3.225343306887189
481,3.2253507132003274
482,3.221463802270122
483,3.2204660634167603
484,3.2200784174449137
485,3.220474738724411
486,3.2245825271325264
487,3.234542180641975
488,3.2346457863202147
489,3.230654640165828
490,3.228929606575446
491,3.2285031800318564
492,3.2280265147346467
493,3.22818993022301
494,3.2333693664313325
495,3.2307736529466404
496,3.224774312852248
497,3.2234849323958716
498,3.223459538764602
499,3.226956819601068
500,3.2305362027731204
501,3.232051958432681
502,3.236825114252226
503,3.2354079231830974
504,3.2299065498674477
505,3.225389173252788
506,3.225228555955391
507,3.2281147864333968
508,3.2315895913765282
509,3.2345708728596714
510,3.234572859412024
511,3.2345708728596714
512,3.244496239324269
513,3.2420924905295356
514,3.24037948914044
515,3.235466036455643
516,3.23683422023522
517,3.23683422023522
518,3.234542180641975
519,3.237277951479639
520,3.2436014620658953
521,3.2394924444996387
522,3.23683422023522
523,3.234542180641975
524,3.234542180641975
525,3.2312198214365804
526,3.2255355055586317
527,3.2211338655213035
528,3.2315491345495833
529,3.234168358530845
530,3.2199720044288322
531,3.217866482685782
532,3.218823252242148
533,3.219884128361594
534,3.2256081292171044
535,3.2275361329947927
536,3.2315532695259233
537,3.2351792154043175
538,3.237572608720868
539,3.23683422023522
540,3.238757332079407
541,3.234542180641975
542,3.2320962607270496
543,3.2282931203858145
544,3.2281714878458714
545,3.227448783954263
546,3.2247293559063266
547,3.226469596543423
548,3.2254733097115955
549,3.2262935699455557
550,3.2213328718303815
551,3.2188876153168775
552,3.218469746926544
553,3.221441370006612
554,3.2230150655506447
555,3.220388115007321
556,3.220474738724411
557,3.2246089176554014
558,3.2238365293405593
559,3.2214782193785028
560,3.216155613317298
561,3.2194361641359004
562,3.2188876153168775
563,3.219029821580845
564,3.2175144399410276
565,3.213486583674816
566,3.2126220989480223
567,3.2144968406934447
568,3.208363432611945
569,3.204225277887449
570,3.201611562088775
571,3.203685213566296
572,3.2056111676112278
573,3.2065752493469932
574,3.208352996045057
575,3.2065752493469932
576,3.2065752493469932
577,3.208520506279936
578,3.209523185614648
579,3.211350691061824
580,3.210478997520784
581,3.2072588339048713
582,3.204490202812656
583,3.2058449900165487
584,3.208352996045057
585,3.2140803004494303
586,3.214620641317451
587,3.210472003167386
588,3.2105067374668974
589,3.207265745989397
590,3.210478997520784
591,3.213486583674816
592,3.208616452724684
593,3.208352996045057
594,3.2065752493469932
595,3.207265745989397
596,3.208352996045057
597,3.2039342289928765
598,3.2037040995879167
599,3.2056431412151887
600,3.203751076482896
601,3.2007842783634803
602,3.1989001461177162
603,3.1966295480215736
604,3.196491138032504
605,3.1924002728528893
606,3.1914976865074474
607,3.1937752556675245
608,3.1977663752500827
609,3.1948314481664126
610,3.193699678092596
611,3.1901223174470337
612,3.189373559431865
613,3.1901223174470337
614,3.1896626186703867
615,3.1878247843746204
616,3.1878247843746204
617,3.1878247843746204
618,3.1878247843746204
619,3.1854112697539456
620,3.1849542873055454
621,3.20136562735461
622,3.2022348243548664
623,3.202326006458581
624,3.1977956298516808
625,3.194576044503648
626,3.1965080936922408
627,3.1954198107862855
628,3.1966217300500084
629,3.1965080936922408
630,3.1978470365831133
631,3.2095827301612934
632,3.2204239457356945
633,3.22221388019886
634,3.2233926599460476
635,3.224774312852248
636,3.2226181356243595
637,3.2234360668699744
638,3.223459538764602
639,3.216359562273731
640,3.2158647149537525
641,3.2144948032339764
642,3.213486583674816
643,3.210635401604248
644,3.211358769224452
645,3.207265745989397
646,3.203727431227811
647,3.204515653742644
648,3.201581328245406
649,3.1966310613799434
650,3.198890972701203
651,3.199453803510922
652,3.197774083816654
653,3.199453803510922
654,3.2037040995879167
655,3.2003704599186795
656,3.194545447585351
657,3.1924002728528893
658,3.1914976865074474
659,3.1914976865074474
660,3.1884214676021863
661,3.195387786112842
662,3.1954333835932376
663,3.1966295480215736
664,3.1977663752500827
665,3.1953316356325527
666,3.1893951209593006
667,3.1884574909040344
668,3.1843553113497425
669,3.1857888383092425
670,3.1878247843746204
671,3.1884574909040344
672,3.1878247843746204
673,3.1901223174470337
674,3.1861766197621795
675,3.1861766197621795
676,3.189373559431865
677,3.1884214676021863
678,3.1924369156666543
679,3.1953721955107923
680,3.1966716440486516
681,3.1953316356325527
682,3.1937760293290003
683,3.190185529438025
684,3.1894068836918104
685,3.1861766197621795
686,3.1838262225463816
687,3.1842796578670303
688,3.1773669750009526
689,3.1759459695248218
690,3.1759667570612615
691,3.175590130255915
692,3.1757904397263985
693,3.174376504508146
694,3.165904834161651
695,3.164392126411735
696,3.165789620500894
697,3.1615374999699233
698,3.1564158226272085
699,3.1593686111220447
700,3.167476119583726
701,3.1689847365356116
702,3.1711961719707786
703,3.1667061887705144
704,3.1643722362407893
705,3.163687311853803
706,3.1612501400822093
707,3.1671272683460425
708,3.1667122609236373
709,3.1645220671430763
710,3.16443277250865
711,3.1585735090954037
712,3.1558560467099928
713,3.1556836495611758
714,3.1585735090954037
715,3.160210580019469
716,3.1636958246605764
717,3.1642911042699673
718,3.208352996045057
719,3.2036475502806185
720,3.199453803510922
721,3.1966295480215736
722,3.1933700195787127
723,3.1884214676021863
724,3.1901223174470337
725,3.1884574909040344
726,3.1884574909040344
727,3.1846694560432436
728,3.1843762934508706
729,3.184388773250454
730,3.1795372298524134
731,3.1734090203648013
732,3.168786845226851
733,3.1691021481640536
734,3.1691557867665616
735,3.177352725903142
736,3.1783136416265343
737,3.173567340650879
738,3.173497938035554
739,3.1774380158833417
740,3.1853301472847124
741,3.1878247843746204
742,3.1903554519087707
743,3.195332927582469
744,3.195347226234602
745,3.1878247843746204
746,3.185342472578207
747,3.1842796578670303
748,3.1802254689292604
749,3.183097316494358
750,3.1837290567487124
751,3.1786423044717136
752,3.1760905496553753
753,3.1743921792446894
754,3.174100219173558
755,3.1758001165851626
756,3.1759077843194414
757,3.1758553714244435
758,3.172657969244389
759,3.167100129153343
760,3.1671135091825766
761,3.1636822105442683
762,3.159760099281966
763,3.1593557740048808
764,3.163334403660773
765,3.1656900780125032
766,3.1658523671205865
767,3.163763249676311
768,3.1607695769887028
769,3.157212212567397
770,3.1515986168069827
771,3.151511037698912
772,3.1475225361498143
773,3.1499318332173494
774,3.142447502999593
775,3.1363365999906283
776,3.138781960176939
777,3.141618683818548
778,3.1423948892340685
779,3.1364322002847915
780,3.1318965309635374
781,3.1274299661840326
782,3.1376993822305788
783,3.1587479446615605
784,3.1556836495611758
785,3.163746892056951
786,3.16842350833529
787,3.1707765459190305
788,3.1689866008909338
789,3.166107178549925
790,3.164314621120388
791,3.1636822105442683
792,3.162410185899881
793,3.174000381347833
794,3.170756186315563
795,3.174759840082137
796,3.177278619042912
797,3.1884214676021863
798,3.1894068836918104
799,3.184567332208801
800,3.1854032758079875
801,3.182828365101415
802,3.1862193771826743
803,3.1884574909040344
804,3.1884574909040344
805,3.190185529438025
806,3.185342472578207
807,3.183747658510858
808,3.1826149466361007
809,3.179521416817995
810,3.1795214301792427
811,3.178369686055323
812,3.1802254689292604
813,3.1786186573216924
814,3.1568802568755325
815,3.146248098109417
816,3.13933870223624
817,3.142645244440642
818,3.137495891465013
819,3.1499186585348666
820,3.141644810022454
821,3.141685861717056
822,3.1365812614460333
823,3.1415547734425955
824,3.146248098109417
825,3.1423879843183373
826,3.1386506449404283
827,3.1364576676694695
828,3.137495891465013
829,3.143327483318967
830,3.1276876520443153
831,3.1355023837682436
832,3.142598744332199
833,3.141571612013401
834,3.143299123990021
835,3.1465564052246138
836,3.1434209501228882
837,3.141604681097684
838,3.1373203987421823
839,3.1452929157567446
840,3.152609274794411
841,3.1486818053608383
842,3.1433226387857687
843,3.1423948892340685
844,3.137495891465013
845,3.1392624537756935
846,3.1365812614460333
847,3.1358078125331086
848,3.1418919295396583
849,3.135479363603704
850,3.1357243744350143
851,3.131363144119797
852,3.131363144119797
853,3.1322997757276245
854,3.1283035580115
855,3.132376278018593
856,3.1332932092520833
857,3.1306514191493378
858,3.1246058635302147
859,3.1264503589925745
860,3.131363144119797
861,3.1305767079452336
862,3.1322997757276245
863,3.1305767079452336
864,3.127725339653964
865,3.1305767079452336
866,3.1376224551379908
867,3.1364576676694695
868,3.1350147325732025
869,3.1318965309635374
870,3.1307270905834383
871,3.128559002535251
872,3.127111464524878
873,3.1291532138268243
874,3.1272687692177255
875,3.1243017745073374
876,3.1264503589925745
877,3.123687624320799
878,3.124465447069402
879,3.125720059604511
880,3.128672178290479
881,3.133928548075568
882,3.135479363603704
883,3.126033938879371
884,3.1305767079452336
885,3.127288079834136
886,3.128559002535251
887,3.1264711948937287
888,3.125358632532611
889,3.1254166430730796
890,3.1254051745404237
891,3.1264503589925745
892,3.1254166430730796
893,3.1207863399908
894,3.1207863399908
895,3.1191749265436974
896,3.1186560711328153
897,3.1179233777155844
898,3.122482349383399
899,3.122482349383399
900,3.1206471784090253
901,3.117728307638055
902,3.121871927422094
903,3.116629454680689
904,3.1202608130472536
905,3.116958279308564
906,3.1071045070010967
907,3.1074640052022144
908,3.114904858864327
909,3.1094971579728132
910,3.106294353079838
911,3.082477366965048
912,3.07745848771181
913,3.088621667194554
914,3.093444624734816
915,3.103684193735597
916,3.100404745344864
917,3.100169428402972
918,3.0985341322039117
919,3.0967216363878505
920,3.095060185535794
921,3.0967498043721906
922,3.102666274559591
923,3.0969808012488675
924,3.0935248794805843
925,3.0903125474113002
926,3.0864739400004604
927,3.081671030661556
928,3.0803121223798766
929,3.0796741544872694
930,3.083734661836481
931,3.083734661836481
932,3.089182100543048
933,3.093141920274289
934,3.1028345537140436
935,3.1183769130267
936,3.1124460675169425
937,3.119446326321504
938,3.113439541387707
939,3.1244181527588966
940,3.125427644845696
941,3.1233176133259986
942,3.1206676375074216
943,3.124489997760771
944,3.122132504930338
945,3.1319952251776635
946,3.129486027215062
947,3.1246023373132976
948,3.123547930642061
949,3.1264503589925745
950,3.1199302347668536
951,3.118757229528226
952,3.1155549061279344
953,3.121949546528078
954,3.117845032114463
955,3.1169270955535784
956,3.1085499445610374
957,3.1152655444185373
958,3.1148880185066328
959,3.114959122745244
960,3.1173109173730498
961,3.116676159085976
962,3.118059162514697
963,3.124532289122525
964,3.1264622258608243
965,3.1244411758659267
966,3.120821832443202
967,3.132575632864572
968,3.13350217884079
969,3.138928323843118
970,3.148235822631735
971,3.1465564052246138
972,3.1447907720245327
973,3.1515986168069827
974,3.1548201179916684
975,3.156542920253841
976,3.1707458548569516
977,3.1732229017296922
978,3.1739608011818254
979,3.1711961719707786
980,3.1744667670208515
981,3.1741257900670607
982,3.1774719445893314
983,3.180292653047096
984,3.1879203257725988
985,3.1886572061133034
986,3.1923856911402364
987,3.1923856911402364
988,3.1863242818757667
989,3.186278959903659
990,3.1878247843746204
991,3.1843762934508706
992,3.1884214676021863
993,3.1884574909040344
994,3.1953971001909838
995,3.1917506174920987
996,3.1894400155841462
997,3.1884574909040344
998,3.1901223174470337
999,3.197774083816654
1000,3.192392519546931
